time,x,y,z,MF
0.008,4.56,-36.18,-36.60,51.66
0.030,4.38,-36.18,-36.54,51.61
0.049,4.68,-36.06,-36.48,51.51
0.089,4.86,-36.12,-36.42,51.52
0.089,4.92,-36.06,-36.54,51.57
0.147,5.04,-36.18,-36.48,51.62
0.148,5.04,-36.24,-36.60,51.75
0.153,5.28,-36.18,-36.42,51.61
0.170,5.40,-36.24,-36.36,51.62
0.189,5.76,-36.12,-36.54,51.70
0.210,5.76,-36.24,-36.78,51.95
0.303,5.88,-36.24,-36.90,52.05
0.304,5.94,-36.00,-37.14,52.06
0.305,5.88,-35.82,-37.56,52.23
0.306,6.00,-35.40,-37.98,52.26
0.311,6.18,-34.68,-38.76,52.37
0.346,6.36,-33.60,-39.66,52.37
0.421,6.54,-31.80,-40.56,51.95
0.422,6.96,-29.64,-41.64,51.58
0.422,7.26,-27.18,-42.96,51.35
0.423,7.32,-24.36,-44.16,50.96
0.431,7.08,-21.18,-45.54,50.72
0.451,6.48,-17.76,-46.86,50.53
0.479,5.52,-14.40,-48.00,50.42
0.492,4.20,-10.98,-48.90,50.29
0.558,2.70,-8.34,-49.68,50.45
0.559,0.72,-6.42,-50.16,50.57
0.560,-1.32,-4.92,-50.40,50.66
0.572,-3.00,-4.08,-50.58,50.83
0.592,-4.62,-4.32,-50.40,50.79
0.627,-5.76,-5.28,-50.04,50.65
0.682,-6.90,-6.90,-49.74,50.69
0.683,-7.50,-9.42,-49.38,50.83
0.684,-7.98,-12.18,-48.72,50.85
0.693,-7.92,-15.06,-48.00,50.93
0.713,-7.08,-18.12,-47.22,51.07
0.734,-6.30,-21.30,-46.08,51.15
0.756,-4.86,-24.30,-44.82,51.21
0.841,-3.18,-27.30,-43.38,51.35
0.842,-1.26,-30.06,-41.58,51.32
0.843,1.14,-32.34,-39.48,51.05
0.846,3.84,-34.32,-37.32,50.85
0.855,6.84,-36.30,-34.80,50.75
0.875,9.66,-37.92,-32.28,50.73
0.897,12.66,-39.06,-29.58,50.60
0.993,15.54,-40.02,-26.82,50.62
0.997,18.42,-40.56,-24.00,50.60
0.998,21.36,-40.68,-21.06,50.54
0.999,23.94,-40.98,-17.94,50.74
1.000,26.40,-40.62,-14.52,50.57
1.024,28.68,-40.14,-11.34,50.62
1.107,30.84,-39.36,-8.04,50.64
1.107,32.76,-38.22,-4.86,50.57
1.108,34.50,-36.48,-1.44,50.23
1.109,36.06,-34.80,1.98,50.15
1.116,37.62,-32.82,5.22,50.19
1.136,39.06,-30.12,8.46,50.04
1.156,40.20,-27.72,10.98,50.05
1.189,41.10,-24.54,13.50,49.74
1.243,41.76,-21.00,15.84,49.35
1.245,42.54,-17.52,18.12,49.45
1.246,43.08,-13.92,19.86,49.44
1.257,43.68,-9.90,20.82,49.39
1.277,43.74,-5.70,21.60,49.11
1.317,43.92,-1.62,21.96,49.13
1.318,43.98,2.46,22.32,49.38
1.375,43.62,6.60,22.32,49.44
1.376,43.26,10.50,22.02,49.66
1.379,42.60,14.34,21.30,49.74
1.398,41.94,17.88,20.64,50.04
1.418,41.22,20.88,20.46,50.53
1.438,40.44,23.70,20.40,51.12
1.471,39.30,26.10,20.40,51.40
1.531,37.98,28.50,20.34,51.66
1.532,36.90,30.24,20.70,52.00
1.533,35.40,31.92,21.18,52.16
1.539,33.72,33.30,21.96,52.23
1.559,31.86,34.56,23.04,52.35
1.610,29.88,36.00,23.76,52.47
1.611,27.78,36.96,24.30,52.23
1.661,25.68,38.04,24.78,52.16
1.663,23.64,39.00,25.56,52.28
1.664,21.30,39.84,26.40,52.32
1.681,19.32,40.44,27.42,52.54
1.701,17.22,40.74,28.26,52.49
1.720,15.36,40.98,29.16,52.59
1.758,13.20,40.74,30.30,52.46
1.770,11.46,40.68,31.56,52.75
1.792,9.78,40.26,32.76,52.82
1.807,8.10,39.36,34.20,52.77
1.821,6.66,38.46,35.52,52.77
1.841,5.22,37.02,36.90,52.53
1.861,4.14,35.10,38.70,52.41
1.882,2.88,32.82,40.38,52.11
1.922,1.68,30.12,42.30,51.95
1.923,0.18,26.58,44.40,51.75
1.942,-1.08,22.38,46.26,51.40
1.962,-2.52,17.64,47.76,50.97
1.982,-3.60,12.42,49.14,50.81
2.002,-4.74,6.72,49.92,50.59
2.026,-5.94,1.20,50.10,50.46
2.104,-6.66,-4.62,49.92,50.57
2.106,-6.96,-10.44,49.02,50.60
2.107,-6.78,-16.14,47.28,50.42
2.108,-6.54,-21.78,44.94,50.36
2.124,-5.88,-27.00,42.06,50.32
2.144,-4.86,-31.92,38.28,50.08
2.165,-3.66,-36.42,34.26,50.13
2.230,-1.98,-40.50,29.28,50.01
2.231,-0.42,-43.92,23.82,49.96
2.232,1.20,-46.44,18.00,49.82
2.246,3.06,-48.30,12.18,49.90
2.278,4.98,-49.38,6.72,50.08
2.295,7.08,-49.80,1.44,50.32
2.312,9.18,-49.56,-3.66,50.53
2.375,11.22,-48.84,-8.52,50.83
2.376,13.02,-47.46,-12.78,50.84
2.376,15.06,-45.54,-16.68,50.78
2.391,17.10,-43.68,-19.98,50.99
2.405,18.60,-41.46,-23.10,50.97
2.425,20.58,-38.94,-25.92,51.10
2.459,22.20,-36.42,-28.50,51.30
2.507,24.00,-33.42,-30.72,51.35
2.508,25.44,-30.18,-32.40,51.06
2.509,26.82,-26.76,-33.96,50.88
2.526,28.14,-23.64,-35.22,50.90
2.548,29.28,-20.46,-36.24,50.88
2.567,30.54,-17.34,-37.02,51.03
2.606,31.14,-13.98,-37.80,50.93
2.607,31.92,-10.68,-38.16,50.88
2.669,32.28,-7.62,-38.40,50.74
2.671,32.52,-4.62,-38.76,50.80
2.672,32.64,-1.92,-39.00,50.89
2.688,32.40,0.90,-39.06,50.76
2.708,31.98,3.78,-39.36,50.85
2.742,31.38,6.66,-39.66,51.01
2.809,30.78,9.30,-39.78,51.15
2.810,29.70,11.88,-40.02,51.23
2.811,28.32,14.46,-40.26,51.30
2.815,26.88,16.92,-40.44,51.42
2.829,25.26,19.32,-40.56,51.54
2.861,23.46,21.48,-40.74,51.69
2.878,21.60,23.46,-40.74,51.74
2.933,19.44,25.32,-40.98,51.94
2.934,16.98,26.82,-41.10,51.93
2.935,14.58,28.14,-41.28,52.04
2.949,12.24,28.92,-41.52,52.06
2.969,9.42,29.58,-41.58,51.89
2.989,6.54,29.88,-41.88,51.86
3.023,3.72,30.00,-42.24,51.94
3.030,0.90,29.58,-42.66,51.92
3.094,-1.74,28.74,-42.72,51.52
3.095,-4.38,27.78,-43.14,51.50
3.096,-7.02,26.22,-43.44,51.22
3.111,-9.66,24.36,-43.56,50.83
3.132,-11.94,22.02,-43.86,50.51
3.196,-14.16,19.44,-44.10,50.23
3.197,-16.08,16.56,-44.34,49.99
3.199,-17.88,13.80,-44.58,49.97
3.212,-19.32,10.98,-44.70,49.92
3.232,-20.46,7.74,-44.82,49.87
3.251,-21.36,4.80,-45.00,50.04
3.291,-21.78,1.68,-45.42,50.40
3.293,-21.84,-1.50,-45.30,50.31
3.392,-21.48,-4.80,-45.48,50.52
3.394,-20.82,-8.10,-45.66,50.83
3.396,-19.74,-11.40,-45.42,50.82
3.397,-18.24,-15.00,-45.54,51.30
3.400,-16.68,-18.24,-45.24,51.55
3.413,-14.52,-21.24,-44.58,51.47
3.445,-11.88,-24.30,-43.74,51.43
3.508,-9.12,-27.12,-43.26,51.86
3.509,-6.12,-29.64,-42.00,51.77
3.510,-3.00,-31.98,-40.20,51.46
3.513,0.18,-34.56,-38.34,51.62
3.554,3.36,-36.90,-35.40,51.24
3.554,6.66,-39.00,-31.92,50.84
3.617,9.96,-41.04,-28.02,50.68
3.639,12.96,-42.42,-23.76,50.32
3.640,16.02,-43.50,-18.96,50.08
3.641,18.78,-44.34,-13.98,50.14
3.655,21.30,-44.40,-8.88,50.04
3.675,23.58,-43.74,-3.72,49.83
3.695,25.92,-42.60,1.14,49.88
3.778,27.78,-40.86,6.00,49.77
3.779,29.40,-38.64,10.32,49.64
3.781,31.20,-35.94,14.52,49.76
3.782,32.70,-32.64,18.36,49.72
3.796,33.90,-29.10,21.90,49.75
3.816,34.86,-25.38,24.72,49.70
3.846,35.88,-21.60,27.00,49.83
3.915,36.78,-17.76,28.80,49.98
3.916,37.62,-13.86,29.88,50.00
3.918,38.16,-10.02,30.54,49.89
3.919,38.70,-6.18,30.84,49.87
3.937,38.88,-2.52,30.84,49.69
3.956,39.18,0.96,30.66,49.76
3.990,39.48,4.44,30.24,49.93
3.997,39.48,7.68,29.76,50.03
4.072,39.18,11.16,29.10,50.06
4.073,39.06,14.34,28.32,50.33
4.074,38.88,17.16,27.42,50.57
4.077,38.46,19.74,26.70,50.81
4.098,37.98,22.02,26.04,51.04
4.131,37.50,24.30,25.08,51.24
4.189,36.84,26.10,24.42,51.33
4.190,36.18,27.90,24.12,51.66
4.191,35.46,29.28,23.76,51.76
4.199,34.26,30.36,23.88,51.63
4.219,33.12,31.56,24.42,51.86
4.238,31.98,32.28,24.96,51.84
4.261,30.78,33.00,25.62,51.89
4.364,29.70,33.24,26.28,51.74
4.365,28.80,33.48,27.24,51.89
4.366,27.66,33.42,28.08,51.68
4.367,26.88,33.18,29.16,51.71
4.367,26.16,33.12,30.24,51.92
4.379,25.26,32.88,31.14,51.85
4.411,24.12,32.40,31.98,51.52
4.459,23.10,31.86,33.18,51.47
4.460,21.90,31.32,34.68,51.60
4.461,20.76,30.12,36.18,51.45
4.480,19.86,28.68,37.74,51.39
4.500,18.60,27.12,39.36,51.29
4.520,17.46,24.84,40.98,51.00
4.542,16.44,21.96,42.66,50.72
4.607,15.24,18.72,44.58,50.69
4.607,13.98,14.58,46.14,50.37
4.608,12.60,9.90,47.58,50.21
4.621,10.80,5.22,48.54,50.00
4.642,8.94,0.00,48.96,49.77
4.661,7.02,-5.76,48.72,49.56
4.685,5.10,-11.40,48.12,49.71
4.779,3.36,-16.86,46.86,49.91
4.780,2.04,-22.20,44.94,50.16
4.782,0.78,-27.00,42.54,50.39
4.784,-0.18,-31.44,39.72,50.66
4.785,-0.84,-35.40,36.84,51.10
4.823,-1.26,-38.88,33.54,51.36
4.824,-1.20,-41.70,30.48,51.66
4.901,-0.96,-44.04,27.00,51.67
4.902,-0.78,-46.32,23.64,52.01
4.903,-0.60,-48.00,20.52,52.20
4.903,0.00,-49.32,17.52,52.34
4.923,0.66,-50.40,14.46,52.44
4.943,1.44,-51.12,11.52,52.42
4.976,2.40,-51.60,9.24,52.47
5.033,3.12,-51.84,6.90,52.39
5.034,4.08,-52.02,4.86,52.40
5.035,5.28,-51.78,2.88,52.13
5.044,6.54,-51.66,0.84,52.08
5.064,7.68,-51.24,-1.14,51.82
5.101,9.00,-50.64,-3.36,51.54
5.104,10.68,-49.92,-5.82,51.38
5.164,12.30,-48.96,-8.52,51.19
5.165,14.04,-47.64,-11.46,50.97
5.168,16.08,-46.08,-14.40,50.88
5.185,18.06,-44.22,-17.58,50.90
5.205,20.10,-42.00,-20.70,50.95
5.225,22.20,-39.42,-23.52,50.99
5.247,24.06,-36.48,-26.22,50.96
5.330,25.80,-33.24,-28.56,50.85
5.331,27.48,-29.70,-30.60,50.73
5.331,29.28,-26.10,-32.40,50.87
5.334,30.54,-22.20,-33.84,50.70
5.346,31.74,-18.36,-34.92,50.63
5.368,32.88,-14.40,-35.64,50.58
5.393,33.72,-10.80,-36.36,50.75
5.457,34.44,-7.02,-36.78,50.87
5.458,34.86,-3.42,-36.78,50.79
5.459,34.98,-0.24,-36.96,50.89
5.470,34.80,2.76,-36.96,50.84
5.487,34.68,5.46,-36.90,50.93
5.507,34.02,8.22,-36.66,50.68
5.542,33.18,10.74,-36.66,50.60
5.547,32.40,13.38,-36.48,50.59
5.604,31.32,15.90,-36.24,50.47
5.605,30.00,18.30,-36.18,50.44
5.615,28.62,20.94,-35.76,50.36
5.629,27.00,23.58,-35.52,50.46
5.649,24.96,26.28,-35.16,50.49
5.668,22.98,28.80,-34.98,50.80
5.697,20.52,31.14,-34.38,50.72
5.727,17.82,33.48,-33.96,50.91
5.728,15.06,35.40,-33.36,50.92
5.749,12.12,37.08,-32.64,50.86
5.769,8.58,38.40,-32.04,50.74
5.789,5.22,39.36,-31.56,50.72
5.814,1.98,39.96,-31.38,50.85
5.888,-1.14,40.02,-31.38,50.87
5.889,-4.44,39.42,-31.92,50.92
5.890,-7.80,38.10,-32.82,50.89
5.891,-11.34,35.58,-34.14,50.60
5.910,-14.70,32.04,-35.58,50.08
5.930,-17.76,27.48,-37.14,49.50
5.960,-20.64,22.20,-38.58,49.06
6.008,-23.52,15.96,-39.42,48.60
6.009,-26.10,9.36,-39.72,48.44
6.011,-28.02,2.40,-39.42,48.42
6.032,-29.76,-4.74,-38.10,48.58
6.052,-30.78,-11.34,-36.30,48.92
6.080,-31.44,-17.34,-33.60,49.17
6.175,-32.04,-22.98,-30.18,49.65
6.176,-31.86,-28.26,-25.98,49.88
6.177,-31.26,-32.64,-21.42,50.01
6.178,-30.18,-36.54,-16.62,50.22
6.180,-29.04,-39.66,-11.34,50.44
6.192,-27.60,-42.18,-6.24,50.79
6.234,-25.98,-44.22,-1.02,51.30
6.235,-24.24,-45.48,3.96,51.69
6.296,-21.96,-46.14,8.88,51.86
6.297,-20.10,-45.90,13.44,51.88
6.298,-18.06,-45.30,17.76,51.90
6.313,-16.26,-44.22,21.90,51.96
6.333,-14.28,-42.72,25.62,51.82
6.360,-12.36,-40.62,29.34,51.61
6.427,-10.38,-38.22,32.82,51.43
6.428,-8.52,-35.76,36.12,51.54
6.430,-6.48,-32.64,39.18,51.40
6.436,-4.50,-29.52,41.76,51.34
6.454,-2.58,-25.68,44.04,51.04
6.475,-0.78,-21.78,45.96,50.86
6.494,1.14,-17.76,47.58,50.80
6.530,2.82,-13.68,48.84,50.80
6.600,4.32,-9.42,49.86,50.93
6.603,5.64,-5.16,50.22,50.80
6.604,6.84,-1.38,50.34,50.82
6.605,8.28,2.52,50.22,50.96
6.615,9.36,6.06,49.80,51.03
6.661,10.38,9.36,49.38,51.32
6.662,11.22,12.66,48.66,51.52
6.739,11.70,15.60,47.76,51.59
6.740,12.48,18.54,46.50,51.59
6.741,13.44,21.48,45.30,51.90
6.742,13.92,24.36,43.86,52.07
6.756,14.22,26.94,42.30,52.13
6.795,14.46,29.10,40.68,52.06
6.796,14.82,31.26,38.70,51.91
6.871,15.12,33.24,36.90,51.91
6.872,16.02,35.28,35.16,52.32
6.873,16.92,36.72,33.18,52.30
6.877,17.52,38.04,30.90,52.04
6.897,18.30,39.06,28.62,51.76
6.931,19.44,40.08,26.16,51.66
7.013,20.94,40.80,23.40,51.48
7.014,22.50,41.64,20.58,51.61
7.015,24.00,42.12,17.46,51.52
7.016,25.26,42.36,13.86,51.23
7.018,26.40,42.48,10.20,51.04
7.058,27.84,42.30,6.66,51.07
7.067,29.22,41.94,2.76,51.19
7.155,30.18,41.58,-1.08,51.39
7.157,30.96,41.10,-4.74,51.67
7.159,31.38,40.38,-8.46,51.83
7.160,31.32,39.60,-11.82,51.85
7.161,31.08,38.88,-14.94,51.97
7.180,30.54,38.10,-17.58,51.90
7.211,29.58,37.86,-19.68,51.92
7.301,28.26,37.98,-21.18,51.86
7.302,26.76,38.04,-22.02,51.46
7.303,25.14,38.46,-22.50,51.16
7.304,23.46,39.30,-22.20,50.87
7.305,21.90,40.50,-21.66,50.88
7.320,20.04,41.82,-20.52,50.71
7.357,18.30,43.50,-18.96,50.86
7.360,16.32,45.06,-17.04,50.86
7.431,15.00,46.50,-14.82,51.06
7.432,13.26,47.76,-12.42,51.10
7.433,11.64,49.08,-9.30,51.29
7.441,10.38,50.16,-6.00,51.57
7.461,9.30,50.40,-2.58,51.32
7.492,8.16,50.88,1.08,51.54
7.501,7.08,50.88,4.92,51.60
7.567,6.30,50.76,8.76,51.89
7.568,5.40,50.04,12.72,51.91
7.570,4.74,49.02,17.04,52.11
7.581,4.08,47.04,21.18,51.75
7.602,3.06,44.46,25.56,51.37
7.627,1.98,41.16,30.18,51.08
7.643,0.84,36.42,34.74,50.34
7.736,-0.18,30.84,38.88,49.63
7.737,-1.56,24.00,42.60,48.92
7.738,-3.06,16.68,45.54,48.59
7.739,-4.50,8.64,47.40,48.39
7.743,-5.64,0.60,48.18,48.51
7.763,-6.60,-7.56,47.88,48.92
7.794,-7.32,-15.24,46.38,49.36
7.843,-7.56,-22.20,43.74,49.63
7.844,-7.38,-28.50,40.26,49.87
7.845,-6.60,-34.14,36.30,50.27
7.865,-5.46,-38.76,31.62,50.32
7.910,-4.02,-42.66,26.70,50.49
7.912,-2.52,-45.90,21.54,50.77
7.974,-0.78,-48.18,16.08,50.80
7.975,0.96,-49.74,10.38,50.82
7.976,3.06,-50.58,4.92,50.91
7.984,4.68,-50.82,-0.42,51.04
8.005,6.66,-50.28,-5.88,51.06
8.025,8.70,-49.08,-10.74,50.99
8.049,10.62,-47.16,-15.30,50.70
8.140,12.78,-45.00,-19.50,50.68
8.141,14.94,-42.60,-23.16,50.74
8.141,16.98,-39.84,-26.16,50.59
8.142,18.96,-37.02,-28.74,50.56
8.145,21.18,-33.78,-31.08,50.55
8.166,23.34,-30.60,-32.70,50.50
8.195,25.50,-27.48,-34.02,50.62
8.265,27.48,-24.66,-34.86,50.78
8.266,29.34,-21.72,-35.40,50.85
8.268,30.96,-18.78,-35.76,50.89
8.269,32.70,-16.32,-35.76,51.13
8.288,33.90,-13.50,-35.70,51.05
8.307,35.10,-10.92,-35.52,51.12
8.333,35.82,-8.52,-35.10,50.87
8.433,36.54,-6.06,-34.62,50.70
8.434,37.20,-3.24,-34.56,50.88
8.438,37.56,-0.36,-34.26,50.84
8.439,37.68,2.22,-34.02,50.81
8.440,37.50,5.28,-33.90,50.83
8.448,37.26,7.86,-33.78,50.90
8.472,36.66,10.56,-33.48,50.76
8.581,35.94,13.20,-33.60,50.94
8.583,35.04,15.84,-33.66,51.10
8.584,33.66,18.24,-33.54,50.90
8.585,32.16,20.64,-33.36,50.72
8.587,30.72,23.28,-33.54,51.09
8.592,28.80,25.50,-33.66,51.11
8.615,27.00,27.72,-33.78,51.37
8.630,24.78,29.76,-34.14,51.62
8.694,22.50,31.86,-34.08,51.79
8.695,20.04,33.42,-34.26,51.89
8.696,17.70,34.86,-34.68,52.26
8.710,15.54,35.88,-35.22,52.62
8.730,12.96,36.36,-35.22,52.25
8.750,10.50,36.96,-35.34,52.20
8.830,7.92,37.38,-35.46,52.13
8.832,5.64,37.50,-35.58,52.00
8.834,3.18,37.44,-35.76,51.87
8.835,0.48,37.44,-35.76,51.77
8.851,-2.28,37.08,-35.52,51.40
8.881,-5.16,36.60,-35.22,51.05
8.962,-7.98,36.24,-35.16,51.12
8.963,-10.68,35.40,-35.04,50.94
8.963,-13.56,34.38,-34.80,50.76
8.964,-16.56,33.00,-34.32,50.41
8.973,-19.50,31.08,-33.96,49.99
8.991,-22.38,29.04,-33.66,49.77
9.032,-24.78,26.82,-33.24,49.38
9.033,-27.54,24.66,-32.76,49.39
9.115,-30.06,22.20,-32.16,49.30
9.116,-32.46,19.50,-31.50,49.25
9.117,-35.10,16.38,-30.78,49.47
9.117,-36.90,13.44,-30.24,49.56
9.132,-38.34,10.62,-29.82,49.72
9.160,-39.48,7.50,-29.10,49.61
9.261,-40.44,3.72,-28.38,49.54
9.261,-40.74,-0.90,-27.84,49.35
9.262,-40.56,-5.94,-26.94,49.05
9.263,-39.84,-11.22,-25.86,48.80
9.263,-38.52,-16.56,-24.60,48.61
9.275,-36.60,-22.02,-23.04,48.53
9.294,-34.50,-27.48,-21.06,48.87
9.331,-31.44,-32.70,-18.90,49.14
9.334,-27.84,-37.44,-16.32,49.43
9.393,-23.88,-41.40,-13.56,49.68
9.394,-19.62,-44.52,-10.56,49.78
9.395,-15.24,-46.68,-7.50,49.67
9.414,-10.44,-48.48,-4.50,49.79
9.451,-5.76,-49.38,-1.08,49.73
9.508,-1.14,-49.56,2.46,49.63
9.509,3.66,-49.02,5.82,49.50
9.510,8.28,-47.82,9.24,49.40
9.515,12.66,-45.78,12.90,49.22
9.535,16.86,-43.20,16.26,49.14
9.562,20.58,-40.26,19.44,49.22
9.627,24.24,-36.72,22.50,49.42
9.627,27.54,-32.94,24.96,49.66
9.628,30.30,-28.74,27.18,49.83
9.638,32.46,-24.60,29.04,50.02
9.657,34.50,-20.28,30.66,50.41
9.676,36.06,-15.90,31.26,50.30
9.696,37.62,-11.58,31.38,50.34
9.731,38.76,-7.32,31.32,50.37
9.737,39.36,-3.18,31.02,50.21
9.769,39.72,0.96,30.36,50.00
9.784,40.08,4.32,29.64,50.03
9.797,40.32,8.16,28.74,50.18
9.818,40.08,11.76,27.72,50.13
9.838,39.90,15.12,27.00,50.49
9.859,39.30,18.24,26.22,50.64
9.940,38.58,21.24,25.32,50.80
9.941,37.74,23.88,24.36,50.87
9.942,36.90,26.16,23.52,50.98
9.942,36.00,28.50,22.74,51.24
9.959,34.86,30.18,22.14,51.15
9.978,34.08,31.86,21.60,51.41
10.012,32.76,33.12,21.42,51.27
10.019,31.50,34.56,21.66,51.53
10.085,30.42,35.52,22.20,51.77
10.086,29.04,36.24,23.34,51.97
10.087,27.48,36.66,24.78,52.09
10.100,26.10,36.90,26.46,52.37
10.119,24.48,36.54,28.56,52.44
10.140,22.32,35.82,31.02,52.38
10.214,20.34,34.62,33.60,52.36
10.216,18.06,32.46,36.24,51.89
10.217,15.48,29.70,39.06,51.45
10.220,12.96,26.52,41.52,50.94
10.241,10.50,22.74,44.10,50.72
10.261,7.80,18.60,46.44,50.63
10.301,5.22,14.28,48.36,50.69
10.302,2.88,9.60,49.50,50.50
10.384,0.96,4.62,50.40,50.62
10.385,-0.60,-0.30,50.64,50.64
10.386,-1.68,-4.92,50.52,50.79
10.386,-2.52,-9.18,50.10,51.00
10.401,-2.46,-13.38,49.08,50.93
10.433,-2.22,-17.40,48.00,51.10
10.517,-1.68,-21.24,46.32,50.98
10.519,-0.54,-25.08,44.88,51.41
10.520,0.54,-28.62,42.72,51.42
10.521,1.80,-31.86,40.02,51.18
10.525,3.18,-35.16,36.96,51.11
10.544,4.50,-38.46,33.30,51.07
10.580,5.58,-41.28,29.28,50.92
10.652,6.96,-43.68,24.36,50.49
10.652,8.64,-45.66,19.26,50.30
10.653,10.26,-46.98,13.38,49.91
10.654,12.06,-47.64,7.50,49.71
10.663,13.92,-47.82,1.62,49.83
10.683,15.66,-47.04,-4.38,49.77
10.715,17.70,-45.24,-10.08,49.61
10.775,19.74,-42.60,-15.96,49.59
10.776,21.54,-39.18,-21.06,49.42
10.776,23.40,-35.34,-25.68,49.56
10.784,25.02,-31.08,-29.40,49.56
10.805,26.46,-26.46,-32.70,49.69
10.849,27.84,-21.60,-35.34,49.90
10.856,29.40,-16.92,-37.50,50.56
10.924,30.66,-12.78,-38.88,51.14
10.926,31.50,-9.18,-39.60,51.43
10.927,32.22,-6.00,-40.20,51.87
10.927,32.52,-3.48,-40.50,52.06
10.946,32.88,-1.56,-40.62,52.28
10.965,33.18,-0.12,-40.62,52.45
10.986,33.18,0.96,-40.80,52.60
11.093,32.94,1.92,-40.62,52.33
11.094,32.46,2.88,-40.86,52.26
11.095,31.92,3.90,-41.04,52.14
11.096,31.26,4.62,-41.16,51.89
11.097,30.36,5.82,-41.40,51.67
11.111,29.22,7.68,-41.82,51.59
11.151,27.66,9.84,-41.88,51.14
11.153,26.16,12.06,-41.76,50.73
11.233,24.36,14.34,-42.00,50.63
11.234,22.98,16.38,-41.88,50.50
11.235,21.84,18.36,-41.82,50.63
11.235,20.58,20.16,-41.76,50.73
11.247,19.80,21.48,-41.94,51.11
11.281,19.44,21.60,-42.36,51.37
11.288,19.50,20.76,-43.14,51.69
11.360,19.74,18.78,-43.86,51.63
11.361,20.28,15.78,-44.70,51.56
11.362,20.34,12.06,-45.48,51.26
11.368,20.46,7.26,-46.14,50.99
11.388,20.52,1.62,-46.32,50.69
11.410,20.16,-4.44,-45.78,50.22
11.497,19.80,-10.68,-44.64,49.99
11.498,19.08,-16.56,-42.90,49.78
11.499,18.72,-22.02,-40.86,50.05
11.499,18.18,-27.12,-38.22,50.27
11.510,17.76,-31.68,-34.80,50.30
11.529,17.28,-35.70,-31.08,50.39
11.550,16.56,-39.18,-26.88,50.32
11.635,15.78,-42.06,-22.62,50.30
11.636,14.76,-44.46,-18.06,50.21
11.636,14.04,-46.44,-13.14,50.26
11.637,12.84,-48.00,-7.92,50.31
11.651,11.34,-48.84,-2.28,50.19
11.670,9.60,-49.32,3.12,50.34
11.691,7.86,-49.02,8.64,50.39
11.753,6.30,-48.12,13.86,50.47
11.754,4.68,-46.62,19.14,50.61
11.754,2.94,-44.34,24.12,50.56
11.771,1.20,-41.52,28.92,50.61
11.791,-0.30,-37.98,33.60,50.71
11.817,-1.32,-34.08,37.56,50.73
11.881,-1.74,-29.10,41.16,50.44
11.881,-1.56,-24.00,44.04,50.18
11.882,-0.90,-18.24,46.32,49.79
11.896,0.54,-12.12,48.00,49.51
11.912,2.70,-5.52,48.84,49.22
11.932,5.52,1.02,48.60,48.92
11.953,8.22,7.56,47.28,48.58
12.015,11.40,13.80,45.12,48.54
12.016,14.10,19.80,42.00,48.53
12.017,16.62,25.32,38.16,48.72
12.033,18.72,30.36,33.78,49.12
12.053,20.10,34.80,28.74,49.41
12.076,20.70,38.34,23.76,49.63
12.108,20.82,41.34,18.90,50.00
12.114,20.70,43.92,14.28,50.61
12.186,19.86,45.78,10.08,50.91
12.186,19.20,47.28,6.30,51.42
12.187,18.18,48.48,3.30,51.88
12.201,16.92,49.02,0.72,51.86
12.215,16.20,49.56,-1.14,52.15
12.250,15.42,50.04,-2.58,52.42
12.255,14.64,50.40,-3.48,52.60
12.328,14.28,50.58,-3.84,52.70
12.329,14.28,50.82,-3.66,52.91
12.330,14.40,50.64,-2.76,52.72
12.335,15.00,50.16,-0.90,52.36
12.355,16.20,49.14,2.10,51.78
12.381,17.34,47.58,5.82,50.97
12.436,18.60,45.48,10.14,50.17
12.437,19.80,42.84,14.88,49.48
12.438,20.64,39.36,20.16,48.80
12.456,21.18,35.10,25.86,48.47
12.476,21.18,29.94,31.44,48.30
12.496,20.28,23.52,36.42,47.86
12.518,18.36,16.44,40.02,47.00
12.615,15.78,8.40,42.42,46.03
12.617,13.08,-0.12,43.50,45.42
12.618,10.14,-8.76,43.20,45.23
12.619,7.26,-17.40,41.28,45.38
12.620,4.92,-25.50,37.80,45.86
12.638,2.58,-32.88,33.06,46.70
12.661,1.08,-38.82,27.18,47.40
12.763,0.84,-43.38,20.64,48.05
12.764,1.26,-46.68,13.44,48.59
12.765,2.34,-48.54,6.42,49.02
12.766,3.84,-49.32,-0.60,49.47
12.766,6.00,-48.72,-7.38,49.64
12.778,8.64,-46.98,-13.92,49.75
12.800,11.52,-44.04,-20.04,49.74
12.916,14.40,-40.26,-25.56,49.81
12.916,16.92,-35.34,-30.48,49.64
12.917,19.44,-29.58,-34.38,49.34
12.918,21.60,-23.16,-37.74,49.27
12.918,23.10,-16.44,-40.38,49.34
12.919,24.18,-9.60,-42.30,49.66
12.939,24.30,-2.70,-43.62,50.00
12.961,23.76,3.66,-44.40,50.49
13.057,22.74,9.72,-44.40,50.82
13.057,20.82,15.06,-43.98,50.93
13.060,18.30,19.92,-43.74,51.43
13.061,15.48,23.70,-43.20,51.65
13.061,12.66,27.00,-42.54,51.95
13.093,9.48,29.28,-42.12,52.16
13.100,6.00,30.72,-41.58,52.04
13.160,2.34,31.62,-40.98,51.81
13.161,-1.14,31.68,-41.10,51.90
13.162,-4.56,31.14,-41.34,51.96
13.181,-7.80,29.88,-41.46,51.70
13.201,-10.80,28.20,-41.82,51.58
13.231,-13.44,25.44,-42.42,51.26
